age;ed;employ;address;income;debtinc;creddebt
54;Неполное среднее;10;19;48,2;9,26;1,4
29;Среднее;6;9;30,4;4,27;0,72
31;Неполное среднее;6;9;30;1,02;0,08
36;Среднее;8;17;38,7;8,62;0,97
49;Среднее;11;1;58,2;6,2;0,56
25;Среднее;4;2;30,7;14,33;1,57
43;Неполное среднее;16;15;52,4;12,89;2,26
28;Неполное среднее;11;0;36,5;8,7;0,71
27;Среднее;0;4;22,7;4,71;0,35
30;Неполное среднее;14;5;29,7;10,48;0,07
35;Среднее специальное;7;5;63,8;1,68;0,47
45;Неполное среднее;10;18;31,3;9,33;0,25
37;Среднее;12;9;37,1;6,48;0,91
26;Среднее;7;3;33,5;13,33;2,05
50;Среднее специальное;7;20;26,4;2,76;0,35
38;Неполное среднее;8;4;73,1;4,24;1,43
44;Среднее;0;10;29,8;3,77;0,25
26;Среднее;1;6;28,9;6,4;0,17
42;Неполное среднее;3;10;25,6;5,12;0,45
40;Неполное среднее;20;21;53;9,11;1,44
41;Неполное среднее;17;19;80,3;23,14;7,99
37;Неполное среднее;6;10;26,3;17,4;2,47
29;Неполное среднее;12;1;40,7;13,85;3,23
49;Среднее;2;13;35,2;16,9;0,67
29;Неполное среднее;9;8;46,9;4,69;0,46
36;Среднее;15;7;43,5;8,61;1,27
35;Неполное среднее;1;4;24;7,85;0,3
40;Среднее;15;15;75,3;8,4;0,89
42;Неполное среднее;19;21;71,3;5,18;1,34
45;Неполное среднее;23;8;100,9;3,77;2,72
28;Среднее специальное;0;4;17,8;3,45;0,01
43;Среднее;6;19;68,7;6,36;0,7
36;Среднее;5;6;34,4;17,43;1,22
31;Среднее;11;3;34,2;4,79;0,14
30;Среднее;12;9;55,6;21,46;4,15
55;Среднее;30;15;152,6;4,51;1,62
33;Незаконченное высшее;3;4;34,3;10,95;1,98
28;Неполное среднее;9;1;39,8;15,75;2,76
24;Неполное среднее;4;3;16,4;2,65;0,14
47;Неполное среднее;29;25;106,4;29,5;4,96
28;Незаконченное высшее;1;5;42,6;5,49;0,31
36;Неполное среднее;7;16;21,7;11,11;1,03
34;Неполное среднее;1;5;21,3;6,46;0,68
22;Среднее;0;1;16;23,06;1,62
21;Неполное среднее;2;1;15,3;11,89;0,66
44;Неполное среднее;18;22;66,2;19,53;2,02
41;Среднее;13;10;71,9;2,01;0,58
26;Неполное среднее;3;6;19,3;3,33;0,12
28;Среднее;6;2;35,1;6,25;1,28
26;Среднее;5;7;36,2;15,4;2,29
28;Неполное среднее;2;2;22,5;2,55;0,27
38;Среднее специальное;15;18;76,9;2,59;0,72
46;Среднее;7;19;31,2;3,18;0,04
39;Среднее;9;12;38,3;6,65;1,72
47;Среднее специальное;23;11;197,2;2,73;1,04
36;Среднее специальное;8;17;65,9;7,11;1,97
29;Среднее;3;7;17,4;21,5;1,44
51;Неполное среднее;16;27;67,7;15,04;4,08
29;Среднее специальное;6;9;56;7,69;0,72
32;Среднее специальное;2;6;66,8;14,55;3,19
22;Неполное среднее;4;0;14;18,66;1,29
41;Среднее специальное;15;5;129,6;8,94;6,02
25;Незаконченное высшее;0;5;16,5;8,54;0,48
27;Незаконченное высшее;0;0;19,1;1,79;0,2
28;Среднее;1;4;16;7,73;0,16
26;Неполное среднее;6;1;15,2;23,5;1,49
21;Среднее;0;1;16,6;0,79;0,05
36;Неполное среднее;16;12;42,4;3,11;0,8
45;Среднее;3;26;48,5;10,57;0,89
24;Неполное среднее;8;0;21,2;5,6;0,71
49;Среднее;22;4;262,7;7,38;0,97
28;Среднее;3;1;26;16,14;0,56
26;Неполное среднее;10;4;18,3;9,78;0,74
38;Неполное среднее;10;2;37,8;8,81;0,19
33;Среднее;2;9;37,3;12,59;0,74
44;Среднее;2;21;40,1;13,09;1,18
32;Неполное среднее;1;9;18,9;6,64;0,64
51;Среднее;2;25;33,4;15,35;1,27
25;Среднее;1;6;31;11,94;0,5
44;Неполное среднее;13;4;32;33,42;4,98
29;Неполное среднее;9;2;40,3;6,74;2,06
38;Среднее;10;6;63,2;6,99;0,61
45;Неполное среднее;17;0;63,4;8,74;3,05
30;Неполное среднее;9;2;39,1;14,22;2,35
22;Среднее;1;2;22,4;7,45;0,17
51;Неполное среднее;10;1;35,4;14,8;1,15
31;Неполное среднее;7;7;29,2;7,65;0,72
50;Незаконченное высшее;24;30;225,9;15,7;1,99
31;Неполное среднее;7;2;20,8;12,38;0,12
28;Неполное среднее;2;0;18,8;0,8;0,06
25;Неполное среднее;9;3;23;7,01;0,92
33;Неполное среднее;5;7;19,4;10,28;1,42
46;Неполное среднее;14;2;36,5;4,61;0,66
23;Неполное среднее;5;3;18,5;14,76;0,91
55;Неполное среднее;13;27;59,8;12,01;3,54
25;Незаконченное высшее;0;1;43,1;10,2;2,26
28;Неполное среднее;4;9;45,3;27,02;6,02
48;Среднее;12;11;56,7;14,51;5,12
48;Среднее специальное;22;24;196,3;13,06;2,28
25;Среднее;1;4;17,4;9,36;1,31
47;Среднее;17;9;118,3;20,83;5,35
30;Среднее специальное;2;4;25,9;4,87;0,28
30;Среднее;1;4;22,6;4,76;0,27
29;Неполное среднее;8;1;20,5;19,17;1,99
26;Неполное среднее;9;3;36,4;15,82;1,93
39;Неполное среднее;13;13;43,1;17,07;0,54
45;Неполное среднее;7;3;19,1;20,4;1,41
33;Неполное среднее;1;4;17,5;17,34;0,61
54;Неполное среднее;4;3;30,7;15,56;1,81
41;Среднее;4;13;29,1;17,51;2,19
30;Неполное среднее;11;1;34;8,12;1,41
46;Незаконченное высшее;9;20;47,1;10,42;1,94
36;Неполное среднее;20;15;38,3;5,08;0,67
43;Среднее специальное;15;11;99,8;5,36;2,87
41;Неполное среднее;3;12;22,1;1,24;0,12
44;Неполное среднее;19;17;63;6,36;1,28
39;Среднее специальное;2;10;53,4;14,79;2,55
43;Неполное среднее;17;19;73,2;12,74;1,08
34;Неполное среднее;6;10;25,5;6,99;0,26
45;Среднее;2;19;63,3;0,54;0,21
50;Незаконченное высшее;22;9;139,9;7,29;3,8
38;Неполное среднее;18;7;57,7;6,72;1,11
44;Неполное среднее;21;24;64,3;4,31;1,11
50;Среднее;7;7;66,3;3,62;0,86
31;Неполное среднее;11;12;46,3;20,66;3,34
47;Неполное среднее;26;0;89,8;3,14;0,78
33;Неполное среднее;11;1;28;4,97;0,49
47;Неполное среднее;23;1;114,1;9,14;7,44
27;Среднее;9;5;21,7;10,94;0,56
37;Среднее;10;3;49,5;7,28;0,65
31;Среднее;6;11;37;23,16;3,88
23;Неполное среднее;1;0;19,1;15,22;1,52
32;Среднее специальное;7;6;58,2;14,17;0,94
41;Неполное среднее;24;15;144,1;11,66;10,33
31;Неполное среднее;7;12;26,3;5,49;0,53
37;Среднее специальное;7;5;65,7;3,11;1,6
35;Неполное среднее;11;13;25,5;3,87;0,05
26;Неполное среднее;8;3;24,6;12,4;1,51
37;Среднее специальное;13;12;65,1;6,58;1,18
35;Неполное среднее;6;12;21,3;5,69;0,66
31;Среднее;6;5;41,7;11,54;3,9
28;Среднее;5;6;22,5;8,73;0,13
41;Неполное среднее;6;22;31,3;12,01;1,94
23;Среднее;0;1;24,4;31,12;3,37
22;Незаконченное высшее;0;0;19,7;10,79;0,86
34;Среднее;12;14;46,3;2,59;0,58
25;Неполное среднее;4;6;22,1;10,4;0,97
27;Неполное среднее;10;8;36,5;16,01;2,48
30;Неполное среднее;9;7;47,4;4,92;0,42
34;Среднее;0;5;35;8,91;0,25
41;Среднее;10;20;50,5;19,12;3,15
32;Неполное среднее;3;4;16,7;8,52;0,08
28;Среднее специальное;2;0;21,3;9,4;0,25
36;Неполное среднее;11;2;29,2;7,28;0,89
26;Неполное среднее;1;7;23,5;8,6;0,24
48;Неполное среднее;15;5;64,6;15,12;1,25
33;Среднее специальное;0;11;32,3;20,99;0,81
32;Среднее;9;8;24,5;8,31;1,14
55;Незаконченное высшее;14;17;150,9;2,81;1,85
31;Неполное среднее;1;8;22,1;14,78;1,11
41;Неполное среднее;3;12;35,1;6,99;0,87
39;Неполное среднее;22;12;41,9;6,77;0,3
26;Незаконченное высшее;1;3;17,5;3,77;0,34
41;Среднее специальное;13;15;57,1;15,89;3,75
35;Неполное среднее;9;11;33,6;9,85;1,5
35;Неполное среднее;15;1;50,4;10,69;3,63
44;Неполное среднее;24;10;99,4;10,73;7,62
28;Среднее;7;8;34;3,8;0,44
47;Неполное среднее;21;22;53,6;3,61;0,3
40;Неполное среднее;1;9;22,6;3,91;0,06
35;Неполное среднее;2;6;29,7;2,54;0,4
25;Высшее, ученая степень;0;6;23;1,82;0,02
43;Среднее;16;12;63,2;3,01;0,83
27;Неполное среднее;0;7;16;3,95;0,17
40;Неполное среднее;14;16;37,7;11,99;0,72
42;Неполное среднее;11;13;39,5;11,13;1,6
24;Среднее;4;4;29,1;3,7;0,47
48;Неполное среднее;30;8;130,9;6,43;2,44
26;Среднее;8;1;21,8;7,24;0,22
27;Неполное среднее;4;3;29,7;6,39;0,35
37;Неполное среднее;0;6;26,7;7,78;0,98
26;Среднее;6;4;19;15,55;0,28
24;Среднее;2;3;23,9;1,29;0,19
52;Неполное среднее;17;3;43,5;2,92;1,14
28;Среднее;4;1;30,1;4,92;0,45
29;Среднее;4;3;34,1;8,4;0,66
25;Неполное среднее;6;4;21;3,8;0,21
34;Неполное среднее;18;10;43;0,93;0,16
34;Неполное среднее;2;5;14,9;6,57;0,09
48;Неполное среднее;12;20;39,8;19,25;2,13
35;Неполное среднее;3;4;24,2;7,18;0,58
33;Неполное среднее;12;12;37,8;7,31;0,93
33;Среднее;6;2;26,5;4,24;0,04
33;Неполное среднее;10;1;31,9;6,48;0,81
35;Неполное среднее;6;16;25,4;11,67;1,75
36;Среднее специальное;4;12;78,3;25,98;6,31
36;Неполное среднее;7;13;32,9;20,24;2,78
28;Неполное среднее;3;7;35,6;11,04;1,14
37;Неполное среднее;15;8;59,4;3,72;1,4
39;Среднее;21;19;132,7;8,05;5,69
39;Неполное среднее;19;2;55,1;5,44;0,88
26;Среднее специальное;0;6;26,1;12,93;1,11
36;Среднее;5;2;44;9,33;1,21
36;Неполное среднее;2;12;32,6;14,78;2,23
36;Неполное среднее;16;13;59,9;10,9;1,02
43;Неполное среднее;1;16;26,6;16,71;1,8
29;Неполное среднее;13;10;50,7;8,06;0,87
30;Среднее;0;9;20;2,03;0,04
51;Неполное среднее;11;2;34,9;3,83;0,58
47;Среднее специальное;4;17;60,5;4,85;1,45
25;Неполное среднее;0;4;14,8;9,99;0,25
41;Среднее специальное;4;15;86,1;5,86;1,66
49;Неполное среднее;5;14;31,7;1,23;0,15
40;Неполное среднее;11;7;34,3;1,88;0,33
31;Среднее;1;7;15,6;3,07;0,16
41;Неполное среднее;7;14;33,9;4,01;0,83
40;Среднее специальное;17;10;117,5;6,01;2,22
38;Незаконченное высшее;13;1;76,2;24,1;9,62
41;Неполное среднее;14;0;56,2;22,68;3,16
42;Неполное среднее;25;1;48,2;4,14;0,63
23;Среднее;1;4;30,6;11,8;1,49
36;Неполное среднее;4;2;30,6;1,68;0,24
38;Среднее;19;0;62,7;9,62;1,95
45;Неполное среднее;21;24;95,7;18,58;4,13
35;Среднее;13;10;95,6;23,56;10,52
37;Среднее;8;3;32,6;5,19;0,42
25;Неполное среднее;4;4;22,1;27,8;2,97
33;Неполное среднее;15;10;47,7;3,92;0,66
31;Среднее специальное;0;7;25,2;4,96;0,19
41;Среднее;17;2;88,2;8,05;1,14
37;Неполное среднее;19;18;85,7;21,39;3,89
34;Среднее;6;4;22,6;5,55;0,59
35;Среднее специальное;12;8;110;4,76;1,59
34;Неполное среднее;11;3;26,4;5,19;0,33
41;Неполное среднее;21;21;62;6,39;2,5
26;Неполное среднее;6;4;24,8;10,05;0,29
36;Незаконченное высшее;5;1;54,9;16,93;3,3
24;Среднее;2;0;26;10,09;0,72
31;Неполное среднее;10;4;22;10,94;0,19
34;Среднее;7;14;22,4;12,37;1,06
35;Незаконченное высшее;3;16;24,2;8,12;1,29
38;Среднее;14;4;78,9;13,38;0,95
39;Неполное среднее;7;4;53;15,72;2,82
33;Неполное среднее;2;9;24,7;3,26;0,17
25;Среднее;5;0;54,5;5,02;0,46
36;Неполное среднее;13;9;57,1;6,91;1,78
38;Неполное среднее;7;7;24,9;11,04;1,56
29;Неполное среднее;1;7;23,4;3,92;0,08
41;Незаконченное высшее;2;17;28,8;9,1;0,31
22;Среднее;0;3;27,5;15,98;1,06
24;Неполное среднее;1;5;20,4;5,79;0,14
41;Незаконченное высшее;11;16;70,4;13,58;3,97
24;Неполное среднее;2;4;23;17,1;1,32
24;Незаконченное высшее;0;0;27,9;15,47;2,69
34;Среднее;11;0;47,7;6,97;2,15
28;Незаконченное высшее;4;7;43,9;12,46;1,02
29;Среднее;6;9;30,5;10,08;1,39
46;Среднее;14;1;83,3;26,03;6,05
35;Среднее специальное;7;8;83,3;8,43;3,62
34;Среднее;1;8;34,8;13,14;0,53
37;Неполное среднее;7;10;28,7;1,34;0,15
43;Неполное среднее;15;21;38,6;10,98;0,38
36;Среднее;2;5;27,9;9,08;0,94
30;Среднее;10;7;26,4;8,67;0,49
21;Среднее;1;0;17,8;0,96;0,05
24;Неполное среднее;1;2;15;14,49;0,23
45;Неполное среднее;10;21;47,1;11,03;1,44
36;Неполное среднее;12;17;23,2;6,39;0,35
39;Неполное среднее;22;18;124,3;2,95;1,21
30;Среднее;3;9;47,1;15,41;2,98
33;Неполное среднее;2;3;28;10,76;0,27
29;Среднее;3;10;26;19,54;1,5
35;Среднее специальное;0;1;47,4;7,87;2,1
25;Среднее;1;6;34,7;9,78;1,3
28;Неполное среднее;11;7;27,3;8,38;0,76
42;Среднее специальное;7;4;46,1;18,6;0,43
38;Среднее специальное;8;13;54,3;15,78;2,02
33;Высшее, ученая степень;4;4;49;2,76;0,05
27;Неполное среднее;2;1;16,5;3,51;0,18
22;Неполное среднее;1;0;16,3;12,23;0,97
47;Неполное среднее;28;0;139,5;17,36;13,56
31;Неполное среднее;14;2;44,6;3,49;0,27
35;Неполное среднее;0;8;20,3;21,77;2,47
27;Среднее;2;7;30,6;2,27;0,07
23;Среднее специальное;2;2;27,4;17,29;1,62
26;Высшее, ученая степень;0;0;25,9;9,25;0,76
37;Неполное среднее;16;4;38,3;3,66;0,68
29;Неполное среднее;4;6;26,6;12,13;0,72
39;Неполное среднее;16;5;35,7;11,79;0,54
28;Незаконченное высшее;4;3;28,8;15,33;0,79
23;Неполное среднее;4;3;18,8;9,29;0,99
37;Среднее;7;18;125,1;4,76;4,1
32;Среднее;5;10;34,5;3,56;0,32
21;Среднее специальное;0;1;20,4;22,08;2,16
39;Неполное среднее;19;14;84,7;7,64;1,26
36;Неполное среднее;11;5;52,3;5,68;1,48
30;Среднее;5;4;16,3;5,01;0,21
32;Неполное среднее;7;11;29,4;5,1;0,1
43;Среднее специальное;17;2;87,3;6,07;1,04
46;Неполное среднее;20;13;63,3;4,01;1,15
35;Среднее;13;11;70,2;3,57;1,91
21;Среднее;0;1;14,1;14,8;0,53
43;Неполное среднее;24;22;76,9;1,83;0,6
38;Среднее;12;14;59,1;5,1;1,33
28;Неполное среднее;4;2;18,9;7,27;1,05
38;Неполное среднее;8;19;26,4;10,59;0,72
38;Среднее;15;3;68,4;12,15;3,54
27;Неполное среднее;6;8;21,3;12,12;1,73
43;Неполное среднее;12;4;28,8;7,28;0,59
31;Неполное среднее;2;7;15,6;7,27;0,41
32;Среднее специальное;11;1;88,1;6,69;1,49
36;Неполное среднее;8;17;32;10,47;1,21
28;Неполное среднее;10;9;30,3;12,56;2,31
47;Неполное среднее;15;23;41,6;4,45;0,7
22;Неполное среднее;6;0;22,8;11,42;0,99
35;Неполное среднее;5;15;28,5;28,96;3,52
29;Среднее;7;2;41,6;9,95;1,59
45;Среднее;23;10;94,6;7,2;3,25
53;Неполное среднее;30;14;131;14,1;15,79
